id_library,name,type,region,location,adress,latitude,longitude,number,site,email,social_networks,time_work,img_url,content
113,Библиотека № 113 г. Москвы,Библиотека,Москва,Москва,"г. Москва, ул. Саратовская,  д. 1, к. 2",55.713704,37.730805000000004,"+7 (499) 173-62-97</div>, <div class=""attributes_value"">+7 (499) 177-57-65",http://cbsuvao.ru,113a@cbsuvao.ru,https://vk.com/lib_uvao_113 https://ok.ru/group/55035602075714 https://www.instagram.com/lib_uvao_113 https://ok.ru/group/55035602075714,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00 (последний вторник месяца — санитарный день)",https://b1.culture.ru/c/494791.jpg,"Библиотека основана в 1930 году. В 30-е годы она имела название – читальня № 83. В 40-е годы <span>находилась в поселке Дубровском г. Москвы</span> и называлась Библиотекой им. Д. Фурманова. В настоящее время – библиотека № 113 ЦБС ЮВАО.&nbsp; В 2000 году стала первым Молодежным интеллект-центром на базе библиотек в г. Москве. Имеет универсальный фонд. Тесно сотрудничает со школами, детскими садами, кинотеатром «Молодежный»; активно развивает внебюджетные клубы и студии для детей и взрослых. Организовывает досуг читателей пожилого возраста и лиц с ограниченными возможностями здоровья через литературные встречи и бесплатные клубные формирования по интересам. Книжный фонд составляет более 23,2 тыс. экз. (включая аудиовизуальные материалы).&nbsp;<span>Средняя посещаемость в день – около 100 чел.</span>"
114,Библиотека № 75 имени А. С. Серафимовича,Библиотека,Москва,Москва,"г. Москва, Открытое ш., д. 27",55.827788,37.756838,+7 (499) 167-15-73,https://cbs-vao.ru/lib/1031,b75@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/516384.jpg,"Почти 50 лет назад библиотека имени А. С. Серафимовича получила прописку в районе Метрогородок. В библиотеке было решено создать мемориальную экспозицию, посвященную жизни и творчеству наставника молодого донского писателя М. Шолохова – А. С. Серафимовича. Начался поиск и сбор документов, фотографий. Работа в московских архивах продолжается. В библиотеке работают абонемент и читальный зал.  Книжный фонд составляет более 46 тысяч экземпляров. Это книги, рассчитанные на читателей от 14 лет и старше. Но это не значит, что все читатели – это старшеклассники и взрослые. В библиотеке есть литература и для самых маленьких. Специально для малышей создан детский уголок. Пока родители выбирают литературу для себя, ребенок может поиграть, посмотреть интересные книжки, порисовать. Также есть компьютерный класс с доступом в Интернет.<br /> Особенно много внимания библиотека уделяет трудным подросткам. Специально для них организуются встречи с интересными людьми, писателями, журналистами, литераторами, проходит цикл литературно-художественных чтений. Много внимания библиотека уделяет выставочной работе. Небольшой выставочный зал демонстрирует картины художников как профессиональных, так и самодеятельных, выставки, посвященные общественным деятелям, благотворительным миссиям, людям прошлого с призывом: «Спешите делать добро». В библиотеке работают как бесплатные, так и платные кружки для детей и взрослых. Кружок по рукоделию «Веселые петельки» работает каждый четверг с 13:00 до 15:00.&nbsp;Под руководством Косогоровой Татьяны Васильевны женщины осваивают вязание и валяние. Кружок бесплатный, для женщин от 25 лет. На платной основе работают кружки изобразительного искусства, изучения иностранных языков и актерское мастерство. О работе этих кружков можно узнать по телефону: 8 499 167 15 73. Проезд общественным транспортом: станция метро «Бульвар Рокоссовского», трамвай № 2, 13, 29, 36 до остановки. Санитарный день: последняя среда месяца.<br /> <span></span>"
115,Библиотека № 240,Библиотека,Москва,Москва,"г. Москва, ул. Паршина, д. 33",55.788793,37.455534,+7 (499) 720-19-84,http://www.szao-cbs.ru,cbs1szao@gmail.com,https://vk.com/biblioteka240 https://www.facebook.com/biblioteka240?_rdr,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/304520.jpg,"Библиотека № 240 </span><span>была открыта в 1962 году</span><span>. Расположена она в городе Москве </span><span>по адресу</span><span>:</span><span> ул. Паршина, 33. </span><span>Принадлежит </span><span>ГБУК г. Москвы «ЦБС СЗАО».</span> <span>Жители города приглашаются в </span><span>Библиотеку № 240 <span>со вторника по субботу с 12:00 до 22:00, в воскресенье – с 12:00 до 20:00. Выходной – понедельник. Санитарный день – первое воскресенье месяца.</span></span><span></span>"
116,Центральная детская библиотека № 104,Библиотека,Москва,Москва,"г. Москва, ул. Новокузьминская 1-я, д. 16",55.713588,37.790040000000005,+7 (495) 371-19-22,http://cbsuvao.ru,104a@cbsuvao.ru,,"пн: выходной, вт: 10:00 - 21:00, ср: 10:00 - 21:00, чт: 10:00 - 21:00, пт: 10:00 - 21:00, cб: 10:00 - 21:00, вс: 10:00 - 21:00",https://b1.culture.ru/c/643616.jpg,"Библиотека была основана в 1938 году и ведет историю от Детской библиотеки им. А. И. Герцена Коминтерновского района Москвы. Это была библиотека с детским отделением и находилась она на Петровских линиях.  В годы Великой Отечественной войны детская библиотека им. Герцена продолжала работать. В 1942 году библиотека отправляет книги в подшефные районы Московской области Высоковский и Озерковский, а также в подшефный госпиталь. В июне 1973 года библиотека была переведена в ведение Отдела культуры Исполкома Волгоградского райсовета депутатов трудящихся Москвы и расположилась по адресу: 1-я Новокузьминская ул., д. 16, кв. 2, где и находится в настоящее время. Сегодня библиотека обслуживает детей и подростков, тесно сотрудничает с образовательными учреждениями Рязанского района, музыкальной школой им. Г. Г. Нейгауза.  Библиотека приспособлена для посещения людьми с ограниченными возможностями здоровья. Книжный фонд: более 75 тыс. экз. (включая аудиовизуальные материалы). Структура библиотеки: абонемент для дошкольников и учащихся 1–4 классов, абонемент для учащихся 5–11 классов, читальный зал с выделенными местами (компьютерами) для выхода в Интернет, зал для проведения мероприятий. "
117,Детская библиотека № 206 им. И. Е. Забелина,Библиотека,Москва,Москва,"г. Москва, ул. Кременчугская, д. 6",55.723851,37.460268,+7 (499) 449-05-84,http://bibliozao.ru,,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/648682.jpg,"Детская библиотека г. Кунцево Московской области открыта в 1951 году по адресу ул. Почтовая. С 1960 года она стала Детской библиотека № 1 Киевского района г. Москвы. В 1974 году библиотека переехала на ул. Кременчугскую, дом 6 корп.1, где располагается по настоящее время.<br /> Библиотека проводит большую поисковую, справочно-библиографическую, информационную, просветительскую работу по краеведению. Активно сотрудничает коллектив библиотеки с ГИМ, редакцией журнала «Юный краевед», исследовательско-экскурсионным клубом «Москва-Х», ЦДВ «Знамение», с органами местного самоуправления ЗАО, краеведами, старожилами и краелюбами Москвы.  В 2003 году библиотеке было присвоено имя известного историка, автора интереснейших книг по истории Москвы, одного из основателей Государственного исторического музея Ивана Егоровича Забелина. Фонд библиотеки составляет около 40 тысяч книг, ежегодно посещают библиотеку около 40 тысяч человек.<br />"
118,"Библиотека-читальня им. А. С. Пушкина (Информационно-библиографический отдел, Отдел мемориальной работы)",Библиотека,Москва,Москва,"г. Москва, ул. Спартаковская, д. 9",55.772036,37.671956,,http://pushkinmoslib.ru,ibo112pushkin@mail.ru,,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 20:00",https://b1.culture.ru/c/304127.jpg,
119,Детская библиотека № 128 – Культурный центр М. А. Шолохова,Библиотека,Москва,Москва,"г. Москва, ул. Текстильщиков 8-я, д. 14",55.701917,37.746238,+7 (499) 178-57-79,http://cbsuvao.ru,128a@cbsuvao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 21:00",https://b1.culture.ru/c/495298.jpg,"Детская библиотека № 128 – Культурный центр М. А. Шолохова – одна из старейших в Москве. Дата основания библиотеки – 21 мая 1936 года. В августе 2003 года библиотеке было присвоено имя М. А. Шолохова. В 2014 году библиотека вошла в ЦБС ЮВАО, в мае 2015 года стала именоваться Детской библиотекой № 128 – Культурным центром М. А. Шолохова. Это современный, использующий новые информационные технологии центр, где создана максимально комфортная среда для духовного совершенствования, творческого развития, дополнительного образования и интеллектуального досуга детей и подростков. Изюминкой библиотеки является музей «Родные истоки», открытый в библиотеке в рамках фестиваля «Шолоховская весна» 19 мая 2003 года. Литературный отдел музея посвящён жизни и творчеству всемирно известного русского писателя, лауреата Нобелевской премии Михаила Александровича Шолохова. К услугам посетителей музея представлены авторские, индивидуальные и групповые экскурсии, литературные вечера и концерты. Библиотека развивается в соответствии со стратегией «Великий сын земли Донской», включающей в себя блоки развития литературной экспозиции шолоховедения, культурно-досуговой деятельности детей с упором на IT-курсы и языковое образование, взаимодействие с образовательными организациями, реализующими казачий компонент. Совместно с партнерами проводятся семейные праздники, фестивали и фотоконкурсы: «Голубь надежды», «Мой ребёнок – он такой», «Библионочь», «Первоклассный читатель», «Летние читальни», «Старый Новый год в донских казачьих традициях», Шолоховская весна – «Нет вольнее Дона Тихого», «Казак без роду – не казак!» и другое. Книжный фонд: более 24 тыс. экз. (включая аудиовизуальные материалы). Структура библиотеки: абонемент для дошкольников и учащихся 1–4 классов, абонемент для учащихся 5–11 классов, читальный зал совмещен с компьютерным классом. Также есть&nbsp;конференц-зал, музей «Родные истоки», экспонатная и кружковая комнаты. "
120,Библиотека № 144,Библиотека,Москва,Москва,"г. Москва, Ореховый б-р., д. 37",55.6152645211139,37.73777961730957,"+7 (495) 393-65-88 (заведующая библиотекой)</div>, <div class=""attributes_value"">+7 (495) 393-65-81 (телефон на единой кафедре абонемента)",http://www.bibliouao.ru,144libzav@cbsuao.ru,https://www.vk.com/biblio144 https://www.facebook.com/biblioteka144 https://www.instagram.com/144libzav https://www.youtube.com/библиотека144,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00 (последняя пятница месяца – санитарный день)",https://www.culture.ru:443/storage/images/c149e280d54a4421fc8e50428280e633/db09d78829c5e1ad6bb8af0cfecf8812.jpg,"Библиотека № 144 была основана в 1952 году. Фонд – свыше 30 тысяч экземпляров, универсальный. Библиотеку посещает более 3 500 читателей. Библиотека предоставляет читателям бесплатно услуги доступа в сеть Internet, Wi-Fi, доступ в электронную библиотеку ЛитРес, на котором читатели библиотеки могут получить во временное пользование электронные книги. Библиотека предоставляет широкие возможности для интеллектуального, культурного саморазвития. В библиотеке работают кружок начальной компьютерной грамотности для населения «Бабушка-электроник», студия живописи, кружок народной куклы, кружок «Волшебная мастерская», театральная студия «Монокль». Отличительной чертой библиотеки является наличие зала духовной литературы, в котором собран богатый фонд литературы по различным религиям, психологии, философии. Библиотека располагает всеми необходимыми условиями для создания коворкинг-зон: удобные и уютные залы библиотеки оснащены кондиционерами."
121,Библиотека № 182 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Дмитрия Ульянова, д. 43",55.681762,37.592509,+7 (499) 129-56-11,http://www.cbsuzao.ru,cbsuzao-lib-182@culture.mos.ru,https://vk.com/bibl182 https://www.facebook.com/biblioteka182f1,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/ff21e7e5985a98ecd2406fda4655389a/4a0b39083e1d53ae8c606634e6a41f08.jpeg,"Библиотека с богатыми традициями индивидуальной работы с читателями была основана в 1937 году. Ни на день не прерывала свою работу в годы Великой Отечественной войны.  Сегодня в современно оформленных, уютных залах библиотеки помимо универсального книжного фонда широко представлены ноты, компакт-диски с музыкальными и видеозаписями, аудиокниги, есть кабинет с аппаратурой для слабовидящих читателей. Серьезное внимание уделяется подготовке и проведению культурно-просветительных, образовательных и досуговых программ, в числе которых ежемесячные дни литературных новинок, клуб «Воспитание души», «Ностальгия», «Классика на Бис».  Регулярно проходят концерты классической и народной музыки, видеопоказы, шахматные турниры, беседы с организованными группами школьников в рамках лектория «Я и мир», работают детские кружки. На базе компьютерного зала оказываются сервисные услуги и работают курсы компьютерной грамотности для старшего поколения читателей.  Объем фонда – 58 635 экземпляров."
122,Библиотека № 212 им. Т. Г. Шевченко,Библиотека,Москва,Москва,"г. Москва, ул. Генерала Ермолова, д. 6",55.73761949454526,37.516395449638374,+7 (499) 148-74-52,http://bibliozao.ru,,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/650222.jpg,"Библиотека открыла свои двери для взрослых читателей 13 ноября 1959 г. Ее фонд составили книги разных библиотек Дзержинского района г. Москвы. Всего 5 тысяч экземпляров. В связи с тем, что в 60-е годы район стал называться Киевским, и его топонимика изменилась, в 1965 году по инициативе г. Киева библиотеке было присвоено имя Т. Г. Шевченко, которое она носит и сегодня. Библиотека комплектуется книгами, литературой о творчестве украинского писателя, постоянно действует выставка, посвященная Тарасу Шевченко. В 70-е годы библиотека вошла в состав ЦБС «Киевская». В последующие годы библиотека активно росла и развивалась – в ее составе появилось детское отделение. В 2014 году в связи с реорганизацией ЦБС «Киевская», путем объединения библиотек Западного административного округа в Централизованную библиотечную систему ЗАО, библиотека получила новый номер и стала именоваться Библиотекой № 212 им. Т. Г. Шевченко. Фонд библиотеки – более 43 тысяч изданий, а число посетителей– около 40 тысяч в год."
123,Библиотека № 87 (фонд взрослой литературы),Библиотека,Москва,Москва,"г. Москва, ул. Соколиной Горы 5-я, д. 19",55.7640895871648,37.73733973503113,+7 (499) 365-04-98,https://cbs-vao.ru/место-проведения/biblioteka-87-vzroslaya,b87@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 21:00 (санитарный день – вторая пятница месяца)",https://b1.culture.ru/c/507967.jpg,"Год основания библиотеки – 1961. По данному адресу располагается фонд взрослой литературы.  Объем книжного фонда составляет 37 000 экз. Ежегодно библиотека обслуживает более 4 тысяч читателей. Структура библиотеки: абонемент и читальный зал. С 1993 года библиотека работает с читателями, имеющими ограниченные возможности передвижения, с которыми впоследствии был создан Центр общения и досуга «Как здорово, что все мы здесь сегодня собрались». В библиотеке работает клуб психологической помощи «Как стать хозяином жизни и как научиться любить себя». Клубные формирования библиотеки: В библиотеке имеется Wi-Fi. Для слабовидящих читателей предоставляется увеличительная линза со светильником. Библиотека доступна для инвалидов. Возможна печать документов."
124,Библиотека № 159,Библиотека,Москва,Москва,"г. Москва, ул. Нагатинская, д. 11",55.680174,37.639303,+7 (495) 611-52-38,https://159.bibliouao.ru/,159libzav@cbsuao.ru,https://vk.com/public133885714 https://www.facebook.com/biblioteka159/ https://www.instagram.com/biblio159/,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/8bf3b7726b15208cdc6d5a04441d5aef/7711a6503fb16866f5c667bd6837dbbf.jpeg,"Библиотека организована в марте 1971 года. Фонд библиотеки универсален, составляет 53 630 экземпляров, <span>фонд периодических изданий насчитывает 70 наименований газет и журналов. Библиотеку посещает более 4 400 пользователей.</span> Библиотека обслуживает взрослых и детей.  В компьютерном зале пользователям предлагается работа в офисных программах, доступ к сети Internet, фонд электронных изданий, консультативная помощь сотрудников. Проводятся компьютерные курсы для пенсионеров.  Библиотека оказывает дополнительные платные услуги: информационный поиск на заказ, печать на принтере, ксерокопирование, сканирование, переплётные работы.  В библиотеке работают кружки: детский клуб любителей чтения «Читай-ка», знакомящий с творчеством детских писателей и поэтов, художников-иллюстраторов детских книг ; «Школа безопасности жизни для детей» проводит циклы занятий «Один дома», «Улица полна неожиданностей», «Дети в Интернете»; в кружке «Зайчики» идут платные развивающие занятия для детей дошкольного возраста."
125,Библиотека № 179 (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Марии Ульяновой, д. 3",55.678042,37.525414,+7 (499) 133-11-51,http://cbsuzao.ru,cbsuzao-lib-179@culture.mos.ru,http://vk.com/public34833153 https://www.facebook.com/library179 https://www.instagram.com/library179 https://www.youtube.com/channel/UCAUh4_fl8y0Ebqq4pyqkB0Q,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/523573.jpg,"Библиотека состоит из двух подразделений, расположенных в густонаселенном районе, в непосредственной близости к своим читателям, наглядным образом демонстрируя все преимущества шаговой доступности библиотеки для ее посещения.  Она обслуживает читателей разного возраста – от малышей, впервые заинтересовавшихся книгой, до взрослых книголюбов с самым изысканным вкусом. Реализуется программа «Детский психолог в библиотеке», где можно получить консультации по проблемам семейных отношений, по адаптации ребенка в коллективе. Активно работает подростковый клуб «Огни Москвы», где ребята встречаются, обсуждают прочитанные книги и спектакли, которые они посетили. На зимние и летние каникулы члены клуба выезжают в интеллект-лагерь «Огни Москвы», где реализуются краеведческие, литературные, спортивные и психологические программы.  Ежегодно в библиотеке организуется районный интеллект-форум «Юные Ломоносовы». Библиотека активно участвует в реализации культурно-досуговых программ Управы Ломоносовского района, на протяжении многих лет поддерживает тесные контакты со школами и детскими садами района, Музеем им. М. М. Пришвина в Дунине, Музеем архитектуры им. А. В. Щусева."
126,Библиотека № 185,Библиотека,Москва,Москва,"г. Москва, Нагорный б-р., д. 3",55.674707,37.592976,+7 (499) 127-57-07,http://cbsuzao.ru,cbsuzao-lib-185@culture.mos.ru,http://vk.com/dialog185 https://www.facebook.com/dialog185,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/523648.jpg,"Одна из самых стильных библиотек Москвы привлекает интересной планировкой с внутренним двориком, открытым книжным фондом на разных языках и прекрасным техническим оснащением. Абонемент, читальный и компьютерный залы обслуживают читателей всех возрастов, в библиотеке реализуются литературные и образовательные проекты. </span> <span>Центр «Диалог культур» помогает выстраивать отношения представителям разных национальностей, основанные на взаимном уважении и восхищении лучшими образцами литературы и искусства, сотрудничает с посольствами и диаспорами, реализует программу адаптации иностранных граждан «Я – новый <span> </span>житель Москвы». </span> <span>Библиотека имеет все возможности для проведения мероприятий разного уровня и формата: творческих вечеров, концертов, выставок, лекций; оказывает услуги – от предоставления бесплатного Wi–</span><span>F</span><span>i до организации курсов по изучению экзотических иностранных языков.</span><span></span>"
127,Библиотека № 149,Библиотека,Москва,Москва,"г. Москва, ул. Ясеневая, д. 34",55.603944,37.744136,+7 (495) 399-35-02,http://cbsuao.ru,149libzav@cbsuao.ru,https://vk.com/biblioteka149 https://www.facebook.com/biblioteka149 https://www.instagram.com/library_149 https://www.youtube.com/channel/UCzhmRUoZtfKxOe3jS0MYsCA,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/430017.jpg,"Библиотека № 149 входит в «Централизованную библиотечную систему Южного Административного округа» г. Москвы. Является единственной взрослой библиотекой в районе Орехово-Борисово Южное.  Дата открытия учреждения – 1977 г. Фонд библиотеки – универсальный, насчитывает порядка 24 000 изданий. В год библиотека принимает около 3 500 читателей и более 30 000 посетителей.  С 2010 года фонд читального зала библиотеки находится в открытом доступе для пользователей. Вниманию читателей представлена литература по различным отраслям знаний. Предоставляется бесплатный доступ к Национальной электронной библиотеке (НЭБ), Президентской библиотеке, электронной библиотеке ЛитРес.  В уютных залах библиотеки проводятся, как крупные культурно-просветительские акции, так и камерные тематические встречи, кинопросмотры и лекции, шахматные турниры и мастер-классы по хореографии. Один из залов библиотеки представляет собой настоящий театральный зал со сценой, где ежемесячно проходят музыкальные программы и спектакли."
128,Центральная библиотека № 21 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Клары Цеткин, д. 11",55.819024,37.516844,+7 (495) 450-68-00,http://cbssao.ru,,https://vk.com/public65345262 https://www.facebook.com/cbssao,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 20:00 (последний рабочий день месяца - санитарный день)",https://www.culture.ru:443/storage/images/c149e280d54a4421fc8e50428280e633/edbaf7f9dbe6145437cba02907626ba7.jpg,"Библиотека была открыта в 1954 году и сначала находилась на ул. Космонавта Волкова. В 1975 году для библиотеки было построено новое помещение на ул. Клары Цеткин, где она и располагается по настоящее время, а на ул. Космонавта Волкова осталось только детское отделение. С декабря 2013 года в связи с реорганизацией библиотечной сети г. Москвы библиотека становится Центральной библиотекой Централизованной библиотечной системы Северного административного округа, позже ей присваивается № 21. Библиотека располагает универсальным фондом, который насчитывает 76 250 единиц хранения, из которых 75 400 составляют печатные издания, остальные – электронные. Сегодня библиотека является настоящей творческой площадкой. В ее стенах проводится большое количество мероприятий как просветительского, так и культурно-досугового характера: сменные художественные выставки, семинары и конференции, молодежные турниры, выступления деятелей науки, культуры и искусства. Библиотека является стажерской площадкой для студентов ряда московских вузов и колледжей. Несколько лет в ней работает клуб общения «Вы в TRENDe», который пользуется большой популярностью среди людей раннего пенсионного возраста. В библиотеке оборудована детская игровая зона. Творческий коллектив библиотеки является автором масштабных акций и сетевых проектов."
129,Библиотека № 139,Библиотека,Москва,Москва,"г. Москва, ул. Каспийская, д. 20",55.626014,37.675172,+7 (495) 321-56-11,http://cbsuao.ru,139libzav@cbsuao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/650228.jpg,"Библиотека № 139 <span>открыта в 1918 году. </span><span>Численность фонда составляет 47 008 экз. Библиотеку посещает более 3 500 читателей.</span> <span>Приоритетным направлением деятельности является популяризация, развитие и сохранение традиционной народной культуры – изобразительного искусства и народных ремёсел. </span>В помещении библиотеки находятся читальный зал, абонемент, зал народных ремёсел; выставочный зал; кружковая комната. <span>В читальном зале предусмотрена возможность самостоятельной работы посетителей на компьютере, выход в Internet, доступ к электронной библиотеке «ЛитРес» и базе «Ативный гражданин». </span> <span>При библиотеке работает бесплатный кружок «Творческая мастерская».</span> Платно предоставляются услуги по ксерокопированию, распечатке материалов и интернет-поиску информации по запросам читателей."
130,Библиотека № 143 (филиал № 4),Библиотека,Москва,Москва,"г. Москва, ул. Чертановская, д. 52",55.604442,37.586697,+7 (495) 387-46-42,http://cbsuao.ru,143libzav@cbsuao.ru,,"пн: выходной, вт: 15:00 - 19:00, ср: 15:00 - 19:00, чт: 15:00 - 19:00, пт: 15:00 - 19:00, cб: 15:00 - 19:00, вс: выходной",https://b1.culture.ru/c/659153.jpg,"Отделение библиотеки № 143 располагается в жилом доме с 70-х гг. XX века. Фонд составляет 18 385 экземпляров. Библиотеку посещает более 1 900 читателей. В настоящее время библиотека работает в режиме пункта выдачи литературы.  Много лет здесь проходят встречи Литературного объединения «Москва. Чертаново Южное» во главе с Александром Дыбиным, членом союза писателей Москвы. Каждый желающий, независимо от возраста, приглашается стать членом ЛИТО.  В библиотеке регулярно устраиваются выставки картин, фотографий, поделок, выполненных читателями. Оба взрослых отделения Библиотеки № 143 ведут работу по военно-патриотической программе «Признание» совместно и в содружестве с Советами ветеранов.  Летом еженедельно сотрудники библиотеки отправляются на «Книжный ланч на пруду». Это – общий летний читальный зал взрослых отделений Библиотеки № 143, который устраивается на каскаде прудов, в беседке.<br />"
131,Библиотека № 44 им. В. Г. Короленко (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Онежская, д. 17",55.85124447527755,37.51737177371979,+7 (495) 456-47-76,http://cbssao.ru,bib44@cbssao.ru,https://vk.com/korolenko_44 https://facebook.com/44korolenko,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/5532d5f01c833dc69b536ac02930fb90/80f44d3b372ebfbd41fe9212b15d979a.JPG,"Библиотека была открыта для читателей в 1968 году. В настоящее время входит в состав библиотеки № 44 им. В. Г. Короленко. Универсальный фонд насчитывает 57 300 единиц хранения. Библиотека обслуживает детское и взрослое население. Основные проекты библиотеки: «Библиотека – родители – дети», направленный на продвижение традиций семейного чтения, и краеведческая программа «Любимый уголок Москвы – родное Головино».     Библиотека ведёт тесное партнёрство с писательницей Народицкой Алиной Давидовной, при поддержке и участии которой организуются литературные встречи.  Принадлежит ГБУК г. Москвы «ЦБС САО». "
132,Детская библиотека № 145,Библиотека,Москва,Москва,"г. Москва, ул. Мусы Джалиля, д. 34",55.61727129978584,37.73752748966217,+7 (495) 394-60-55,http://cbsuao.ru,145libzav@cbsuao.ru,https://vk.com/biblioteka145 https://www.facebook.com/biblioteka145,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/671682.jpg,"Библиотека № 145 была основана в 1973 году. <span>Книжный фонд библиотеки – универсальный, составляет примерно 25 000 экземпляров. В библиотеке два абонемента – для младшего и старшего возраста, читальный зал и Комната Сказок для малышей. Библиотеку посещает более 3 500 читателей.</span> Для всех желающих работает компьютерная станция с бесплатным выходом в Интернет. Работают клубы и кружки: творческий кружок «Очумелые ручки»; студия танцев L-Dance.  Ежегодно проходит набор в группы по изучению английского языка и математики. Для читателей с ограниченными физическими возможностями в библиотеке оборудован пандус, входная группа."
